rsid	PheWasP	PheWasTrait	chr	n	vP	mP	MoBaTrait	MobaAF
rs3130908	5.10999e-06	Peripheral atherosclerosis	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.11446e-06	IDP_dMRI_TBSS_ICVF_Posterior_limb_of_internal_capsule_R	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.30005e-06	Concentration of small HDL particles	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.39995e-06	Bone disorder	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.49997e-06	Asthma (childhood onset)	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.50098e-06	HLA DR on HLA DR+ Natural Killer	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.54115e-06	IDP_dMRI_TBSS_FA_Cerebral_peduncle_R	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.60003e-06	Triglyceride levels in VLDL	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.60015e-06	Arm fat mass (right)	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.69994e-06	Phospholipids in chylomicrons and extremely large VLDL	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.71202e-06	Serum uric acid levels	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.72005e-06	IDP_dMRI_TBSS_ICVF_Corticospinal_tract_R	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.79696e-06	IDP_dMRI_ProbtrackX_FA_ptr_l	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.80203e-06	DNA methylation Hannum age acceleration	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.89997e-06	Triglycerides to total lipids ratio in medium LDL	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.89997e-06	Sex hormone-binding globulin levels adjusted for BMI	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.89997e-06	Platelet count	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	5.96596e-06	Diabetic background retinopathy	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	6.59994e-06	Cholesteryl esters to total lipids ratio in small HDL	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	6.59994e-06	HDL cholesterol	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	6.64707e-06	Gastrointestinal diseases	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	6.76706e-06	IDP_dMRI_ProbtrackX_L2_unc_l	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	6.80002e-06	Operative procedures - main OPCS: T20.2 Primary repair of inguinal hernia using insert of prosthetic material	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	6.90001e-06	Total lipid levels in VLDL	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.01294e-06	IDP_dMRI_ProbtrackX_MD_ptr_r	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.14069e-06	Diagnoses - main ICD10: N40 Hyperplasia of prostate	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.15979e-06	wg_rh_intensity-contrast_insula	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.25772e-06	IDP_dMRI_TBSS_L3_Cingulum_cingulate_gyrus_L	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.40287e-06	IDP_dMRI_ProbtrackX_L2_cgc_r	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.4073e-06	Fluid intelligence score	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.43807e-06	Macrophage colony-stimulating factor 1 levels	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.49998e-06	Prostate cancer	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.59994e-06	Mean corpuscular volume	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.69999e-06	Concentration of small VLDL particles	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.79992e-06	Cholesteryl esters to total lipids ratio in large LDL	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.79992e-06	Age started hormone-replacement therapy (HRT)	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.8001e-06	IDP_dMRI_TBSS_ICVF_Fornix_cres+Stria_terminalis_R	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	7.94145e-06	IDP_dMRI_TBSS_L2_Posterior_corona_radiata_R	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	8.09991e-06	Total testosterone levels	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	8.09991e-06	Phospholipid levels in chylomicrons and extremely large VLDL	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	8.09991e-06	Impedance of arm (right)	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	8.28896e-06	IDP_dMRI_ProbtrackX_MD_ptr_l	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	8.32914e-06	BA-exvivo_lh_volume_entorhinal	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	8.40001e-06	Cholesterol levels in small HDL	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	8.6139e-06	IDP_dMRI_ProbtrackX_FA_cgc_r	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	8.74098e-06	Barrett's esophagus	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	8.74581e-06	aparc-Desikan_rh_thickness_posteriorcingulate	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	8.9929e-06	IDP_dMRI_ProbtrackX_L2_slf_r	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	8.99995e-06	Free cholesterol levels in HDL	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	9.40005e-06	Total lipids in small VLDL	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	9.58606e-06	Ankylosing spondylitis, strict definition	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	9.77237e-06	Killer cell immunoglobulin-like receptor 2DS2	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130908	9.9977e-06	IDP_dMRI_TBSS_L2_Body_of_corpus_callosum	6	50774	0.296539123805372	2.10576547039534e-08	EasActiv18mo	0.128609
rs3130614	0	Non-cancer illness code  self-reported: malabsorption/coeliac disease	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.30957e-296	ENSG00000204525	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	9.07821e-290	White blood cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	9.07821e-290	white blood cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.27563e-279	ENSG00000253570	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.37088e-271	Lymphocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.37088e-271	lymphocyte cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.20869e-266	ENSG00000224389	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.30017e-243	White blood cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	8.79023e-226	Lymphocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.33045e-209	Type 1 diabetes	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.02717e-204	White blood cell leukocyte count (UKB data field 30000)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1e-200	Primary sclerosing cholangitis	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.53131e-192	Lymphocyte count (UKB data field 30120)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.98232e-188	Coeliac disease	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.29087e-173	White blood cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.56451e-173	White blood cell (leukocyte) count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.1695e-171	Monocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.1695e-171	monocyte cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.53109e-159	Lymphocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.2182e-159	Lymphocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.06196e-137	Monocyte count (UKB data field 30130)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.76247e-129	ENSG00000214894	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.17607e-127	Type 1 diabetes	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.49541e-122	Mean reticulocyte volume	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.24436e-121	Neutrophil count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.24436e-121	neutrophil cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.25424e-120	ENSG00000244731	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.0797e-113	ENSG00000137331	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.46893e-110	Monocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.75388e-110	Monocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.76766e-110	Aspartate aminotransferase levels (UKB data field 30650)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.72796e-109	ENSG00000204338	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.04789e-106	Other diseases of the digestive system (K11_OTHDIG)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.29536e-104	Neutrophil count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.09742e-103	Never eat eggs, dairy, wheat, sugar: Wheat products	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.31519e-102	Eosinophil counts	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.31519e-102	eosinophil cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.07004e-100	Type 1 diabetes	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.63005e-100	White blood cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.20049e-100	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.60045e-99	Hyperthyroidism or thyrotoxicosis	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.9002e-97	Neutrophill count (UKB data field 30140)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.63027e-97	Lymphocyte counts	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.91831e-95	MHC class I polypeptide-related sequence B	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.39637e-93	Systemic lupus erythematosus	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.00262e-93	ENSG00000255899	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.43557e-90	Non-cancer illness code  self-reported: hyperthyroidism/thyrotoxicosis	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.88979e-90	Aspartate aminotransferase levels	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.60998e-90	Aspartate aminotransferase	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.10002e-88	Sitting height	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.50003e-88	Eosinophil counts	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.2939e-85	Serum total protein level	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.4568e-85	Total protein	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.48799e-85	Membranous nephropathy	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.2269e-85	Neutrophil count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.47343e-85	Neutrophill count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.37598e-81	Total protein	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.68722e-81	Autoimmune diseases	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.89951e-80	Reticulocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.84619e-78	Eosinophill count (UKB data field 30150)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.88678e-77	ENSG00000137312	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.89951e-72	Thyroid problem (not cancer)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.72333e-71	Type 1 diabetes	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.5209e-68	Mean reticulocyte volume	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.91073e-68	ENSG00000231852	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.49977e-64	Mean spheric corpuscular volume	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.82653e-64	Medication use (thyroid preparations)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.52e-62	Hemoglobin concentration	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.44318e-61	Sitting height	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.49692e-60	Monocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	8.99912e-60	Diabetes or endocrine disease	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.39994e-59	Reticulocyte fraction of red cells	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.69083e-55	Myeloid white cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.32967e-55	Red blood cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	9.49948e-55	Standing height	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.03205e-54	Eosinophil counts	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.36942e-53	Appendicular lean mass	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.80027e-52	Started insulin within one year diagnosis of diabetes	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.70002e-51	Hemoglobin	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.29962e-51	High light scatter reticulocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.26663e-50	ENSG00000248290	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.49977e-49	Treatment/medication code: insulin product	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.76247e-49	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.74864e-48	Haemoglobin concentration (UKB data field 30020)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.96074e-48	Granulocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.53997e-48	Hypothyroidism or myxoedema (Firth correction)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.03037e-48	Hypothyroidism or myxoedema (SPA correction)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.52939e-47	Sum neutrophil eosinophil counts	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.08718e-46	ENSG00000137411	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.77971e-46	Hematocrit	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.40008e-46	Treatment/medication code: levothyroxine sodium	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	8.2054e-45	Cystatin C levels (UKB data field 30720)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.70595e-44	Reticulocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.75992e-44	Red cell distribution width	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	8.91251e-44	Glutamate receptor 4	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	9.03025e-44	Platelet count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.89668e-43	Started insulin within one year diagnosis of diabetes	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.18933e-43	Height	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.30231e-43	Sum eosinophil basophil counts	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.10002e-42	Red blood cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.36678e-42	ENSG00000225059	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.29985e-42	Whole body fat-free mass	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.19952e-42	Whole body water mass	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	8.21675e-42	Sum basophil neutrophil counts	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.5073e-41	Treatment/medication code: insulin product	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.53182e-41	Neutrophil count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	9.2045e-41	Triglyceride levels (UKB data field 30870)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.10002e-40	Leg fat-free mass (right)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.03002e-40	ENSG00000213676	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.29985e-40	Leg predicted mass (right)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.39938e-40	Thyrotoxicosis with diffuse goitre	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.60911e-40	Red blood cell (erythrocyte) distribution width	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.83707e-40	Hemoglobin	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.92464e-40	Haemoglobin concentration	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.49987e-40	Leg fat-free mass (left)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.50067e-40	Leg predicted mass (left)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.21004e-39	Peak expiratory flow	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.29985e-39	Basal metabolic rate	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.09813e-39	Platelet count (UKB data field 30080)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.3037e-39	Early-onset myasthenia gravis	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.69658e-39	Standing height	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.80014e-39	Trunk fat-free mass	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.84117e-39	Dermatitis herpetiformis	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.77857e-39	Complement C2 measurement	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	8.65964e-39	ENSG00000225851	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.93019e-38	Lung function (FEV1/FVC)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.03189e-38	Hyperthyroidism	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.39994e-38	Trunk predicted mass	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.60016e-38	High light scatter reticulocyte percentage of red cells	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.76822e-38	Reticulocyte count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.91562e-38	Eosinophil counts	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.79986e-38	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	7.55266e-37	Glycated haemoglobin HbA1c levels (UKB data field 30750)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	9.79941e-37	Red cell distribution width	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.37911e-36	Graves' disease	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.10027e-36	Hematocrit	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.90032e-36	Platelet count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.8776e-36	ENSG00000196419	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	9.76787e-36	ENSG00000211789	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.39991e-35	Arm predicted mass (left)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.70216e-35	Red blood cell erythrocyte count (UKB data field 30010)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.9002e-35	Arm fat-free mass (left)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.99986e-35	Hypothyroidism or myxedema	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	5.19398e-35	Treatment/medication code: levothyroxine sodium	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	6.20012e-35	triglycerides	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.11276e-34	Reticulocyte percentage	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.29985e-34	Autoimmune traits	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.3142e-34	Triglycerides	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.34747e-34	Triglycerides	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.13789e-33	Disorders of thyroid, IBD co-morbidities	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.90032e-33	Arm predicted mass (right)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.00867e-33	ENSG00000211797	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	4.40048e-33	Arm fat-free mass (right)	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	1.28706e-32	Hypothyroidism	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	2.32809e-32	ENSG00000211734	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.19007e-32	Basophil count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
rs3130614	3.19007e-32	basophil cell count	6	50726	0.25077081996515	1.42988134448138e-08	EasActiv18mo	0.126779
